GLOBAL UNIQUE IDENTIFIER	COMMON NAME	SCIENTIFIC NAME	OBSERVATION COUNT	COUNTRY	STATE	LOCALITY	LATITUDE	LONGITUDE	OBSERVATION DATE	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	ALL SPECIES REPORTED
URN:CornellLabOfOrnithology:EBIRD:OBS1000000581	Baltimore Oriole	Icterus galbula	1		Mexico	Mexico	19.092	-93.157	2025-09-23	obsr2512732	S690120616	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000582	Baltimore Oriole	Icterus galbula	3		Georgia	Georgia	33.741	-81.983	2025-09-24	obsr6829664	S975652436	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000583	Baltimore Oriole	Icterus galbula	2		Guatemala	Guatemala	16.682	-88.251	2025-09-08	obsr8629590	S533744956	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000584	Baltimore Oriole	Icterus galbula	3		Mexico	Mexico	17.472	-99.644	2025-09-01	obsr3936596	S537157475	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000585	Baltimore Oriole	Icterus galbula	1		Texas	Texas	23.473	-96.534	2025-09-04	obsr9441777	S415950492	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000586	Baltimore Oriole	Icterus galbula	3		Texas	Texas	25.914	-95.895	2025-09-04	obsr5196677	S845382835	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000587	Baltimore Oriole	Icterus galbula	4		Texas	Texas	29.218	-95.702	2025-09-13	obsr5081447	S913330750	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000588	Baltimore Oriole	Icterus galbula	4		Mexico	Mexico	17.204	-94.362	2025-09-25	obsr8729606	S730100172	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000589	Baltimore Oriole	Icterus galbula	1		Georgia	Georgia	33.71	-84.58	2025-09-16	obsr5325497	S172535838	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000590	Baltimore Oriole	Icterus galbula	2		Mexico	Mexico	21.978	-89.762	2025-09-21	obsr4857587	S959166755	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000591	Baltimore Oriole	Icterus galbula	3		Mexico	Mexico	22.052	-95.605	2025-09-14	obsr9665502	S675151857	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000592	Baltimore Oriole	Icterus galbula	3		Mexico	Mexico	18.222	-97.198	2025-09-23	obsr5165071	S408474841	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000593	Baltimore Oriole	Icterus galbula	3		Mexico	Mexico	16.902	-99.554	2025-09-13	obsr2275551	S695445137	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000594	Baltimore Oriole	Icterus galbula	3		Texas	Texas	31.025	-96.053	2025-09-16	obsr6931382	S334683594	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000595	Baltimore Oriole	Icterus galbula	2		Texas	Texas	28.542	-99.061	2025-09-09	obsr4190481	S635796460	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000596	Baltimore Oriole	Icterus galbula	2		Texas	Texas	23.978	-94.894	2025-09-07	obsr5061034	S384976854	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000597	Baltimore Oriole	Icterus galbula	2		Texas	Texas	25.91	-94.412	2025-09-08	obsr5189194	S998007554	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000598	Baltimore Oriole	Icterus galbula	2		Texas	Texas	26.889	-97.617	2025-09-12	obsr2789949	S228718546	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000599	Baltimore Oriole	Icterus galbula	4		Texas	Texas	28.701	-94.507	2025-09-22	obsr1111126	S920600973	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000600	Baltimore Oriole	Icterus galbula	4		Guatemala	Guatemala	14.684	-90.097	2025-09-02	obsr7227644	S766436631	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000601	Baltimore Oriole	Icterus galbula	3		Texas	Texas	28.47	-93.729	2025-09-16	obsr9234347	S296357164	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000602	Baltimore Oriole	Icterus galbula	4		Mexico	Mexico	17.538	-98.038	2025-09-09	obsr4726098	S905488247	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000603	Baltimore Oriole	Icterus galbula	1		Mexico	Mexico	19.98	-94.948	2025-09-05	obsr9820377	S958209543	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000604	Baltimore Oriole	Icterus galbula	1		Mexico	Mexico	20.684	-93.014	2025-09-16	obsr9430135	S472898686	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000605	Baltimore Oriole	Icterus galbula	2		Georgia	Georgia	34.721	-84.272	2025-09-28	obsr8670476	S229244346	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000606	Baltimore Oriole	Icterus galbula	4		Georgia	Georgia	33.84	-87.028	2025-09-17	obsr6295749	S840034196	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000607	Baltimore Oriole	Icterus galbula	2		Georgia	Georgia	31.657	-87.665	2025-09-01	obsr7365745	S723852830	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000608	Baltimore Oriole	Icterus galbula	3		Guatemala	Guatemala	12.72	-86.898	2025-09-11	obsr5357055	S300953401	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000609	Baltimore Oriole	Icterus galbula	2		Texas	Texas	25.949	-97.771	2025-09-09	obsr5519920	S606103226	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000610	Baltimore Oriole	Icterus galbula	3		Mexico	Mexico	20.893	-94.508	2025-09-11	obsr4085559	S635550230	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000611	Baltimore Oriole	Icterus galbula	4		Texas	Texas	25.729	-98.966	2025-09-07	obsr7246319	S491999503	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000612	Baltimore Oriole	Icterus galbula	4		Mexico	Mexico	18.923	-96.511	2025-09-09	obsr4018040	S713546516	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000613	Baltimore Oriole	Icterus galbula	2		Guatemala	Guatemala	15.053	-86.62	2025-09-19	obsr2675536	S873969707	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000614	Baltimore Oriole	Icterus galbula	2		Texas	Texas	27.553	-96.768	2025-09-26	obsr8251427	S508970423	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000615	Baltimore Oriole	Icterus galbula	2		Texas	Texas	26.533	-100.338	2025-09-05	obsr8935405	S965079822	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000616	Baltimore Oriole	Icterus galbula	4		Guatemala	Guatemala	14.186	-87.739	2025-09-06	obsr9381860	S244387866	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000617	Baltimore Oriole	Icterus galbula	3		Texas	Texas	25.823	-93.794	2025-09-17	obsr9164132	S422159250	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000618	Baltimore Oriole	Icterus galbula	1		Georgia	Georgia	33.508	-88.277	2025-09-18	obsr7684074	S206273380	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000619	Baltimore Oriole	Icterus galbula	1		Texas	Texas	24.277	-98.324	2025-09-06	obsr4614941	S973830502	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000620	Baltimore Oriole	Icterus galbula	1		Mexico	Mexico	19.033	-89.109	2025-09-16	obsr8547311	S899500884	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000621	Baltimore Oriole	Icterus galbula	3		Guatemala	Guatemala	16.654	-90.899	2025-09-09	obsr7044941	S701671267	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000622	Baltimore Oriole	Icterus galbula	3		Georgia	Georgia	32.497	-85.684	2025-09-26	obsr6773715	S121298026	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000623	Baltimore Oriole	Icterus galbula	3		Georgia	Georgia	34.288	-88.401	2025-09-04	obsr4337963	S719392003	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000624	Baltimore Oriole	Icterus galbula	2		Mexico	Mexico	15.144	-93.163	2025-09-21	obsr5774942	S481295430	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000625	Baltimore Oriole	Icterus galbula	4		Guatemala	Guatemala	15.273	-90.869	2025-09-22	obsr8498243	S184189438	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000626	Baltimore Oriole	Icterus galbula	3		Texas	Texas	23.724	-95.563	2025-09-20	obsr8780468	S778295798	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000627	Baltimore Oriole	Icterus galbula	2		Texas	Texas	25.912	-98.043	2025-09-28	obsr6660436	S552922001	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000628	Baltimore Oriole	Icterus galbula	4		Texas	Texas	27.085	-92.702	2025-09-20	obsr2196955	S184945787	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000629	Baltimore Oriole	Icterus galbula	2		Texas	Texas	26.744	-98.398	2025-09-11	obsr6259356	S440245422	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000630	Baltimore Oriole	Icterus galbula	4		Costa Rica	Costa Rica	13.681	-84.394	2025-10-21	obsr4112748	S120100290	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000631	Baltimore Oriole	Icterus galbula	3		Costa Rica	Costa Rica	12.268	-88.687	2025-10-28	obsr5006173	S444342661	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000632	Baltimore Oriole	Icterus galbula	4		Colombia	Colombia	5.473	-78.544	2025-10-03	obsr4185480	S662715631	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000633	Baltimore Oriole	Icterus galbula	2		Colombia	Colombia	8.371	-72.782	2025-10-16	obsr5750117	S446389157	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000634	Baltimore Oriole	Icterus galbula	3		Mexico	Mexico	13.968	-92.494	2025-10-21	obsr2853280	S203354415	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000635	Baltimore Oriole	Icterus galbula	1		Mexico	Mexico	17.437	-88.941	2025-10-22	obsr1734460	S996782035	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000636	Baltimore Oriole	Icterus galbula	1		Costa Rica	Costa Rica	12.503	-79.272	2025-10-06	obsr4390323	S214949614	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000637	Baltimore Oriole	Icterus galbula	1		Colombia	Colombia	8.311	-70.52	2025-10-07	obsr1533803	S713119661	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000638	Baltimore Oriole	Icterus galbula	4		Cuba	Cuba	19.585	-75.648	2025-10-27	obsr9219319	S664596387	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000639	Baltimore Oriole	Icterus galbula	3		Costa Rica	Costa Rica	7.774	-86.93	2025-10-23	obsr1823520	S493369637	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000640	Baltimore Oriole	Icterus galbula	1		Colombia	Colombia	9.533	-72.967	2025-10-20	obsr1219548	S324130818	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000641	Baltimore Oriole	Icterus galbula	1		Mexico	Mexico	19.104	-87.408	2025-10-16	obsr8852729	S960088617	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000642	Baltimore Oriole	Icterus galbula	3		Costa Rica	Costa Rica	7.815	-86.564	2025-10-02	obsr7978536	S982644252	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000643	Baltimore Oriole	Icterus galbula	1		Colombia	Colombia	8.76	-79.714	2025-10-26	obsr5459646	S668031793	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000644	Baltimore Oriole	Icterus galbula	1		Colombia	Colombia	10.014	-73.381	2025-10-24	obsr6098672	S183682466	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000645	Baltimore Oriole	Icterus galbula	1		Florida	Florida	27.468	-82.242	2025-10-17	obsr2698275	S878647434	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000646	Baltimore Oriole	Icterus galbula	4		Mexico	Mexico	15.436	-91.932	2025-10-18	obsr4178618	S307360430	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000647	Baltimore Oriole	Icterus galbula	2		Mexico	Mexico	16.685	-92.826	2025-10-22	obsr4001408	S699602642	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000648	Baltimore Oriole	Icterus galbula	4		Colombia	Colombia	9.914	-74.785	2025-10-18	obsr2770234	S922790554	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000649	Baltimore Oriole	Icterus galbula	3		Cuba	Cuba	19.511	-78.783	2025-10-19	obsr8696054	S854357762	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000650	Baltimore Oriole	Icterus galbula	1		Costa Rica	Costa Rica	11.024	-84.011	2025-10-14	obsr3798595	S950899166	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000651	Baltimore Oriole	Icterus galbula	4		Cuba	Cuba	17.876	-75.94	2025-10-18	obsr9467339	S462401682	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000652	Baltimore Oriole	Icterus galbula	4		Colombia	Colombia	8.221	-67.36	2025-10-06	obsr6911017	S438395096	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000653	Baltimore Oriole	Icterus galbula	3		Cuba	Cuba	19.029	-77.268	2025-10-11	obsr7917972	S920536715	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000654	Baltimore Oriole	Icterus galbula	3		Colombia	Colombia	9.311	-73.483	2025-10-14	obsr5038654	S704672023	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000655	Baltimore Oriole	Icterus galbula	4		Costa Rica	Costa Rica	12.377	-85.805	2025-10-07	obsr5262908	S486556226	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000656	Baltimore Oriole	Icterus galbula	4		Mexico	Mexico	17.55	-90.942	2025-10-15	obsr1003282	S879872949	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000657	Baltimore Oriole	Icterus galbula	1		Mexico	Mexico	17.934	-91.5	2025-10-10	obsr9684044	S245047170	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000658	Baltimore Oriole	Icterus galbula	3		Costa Rica	Costa Rica	11.651	-85.634	2025-10-01	obsr4722641	S330664237	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000659	Baltimore Oriole	Icterus galbula	3		Cuba	Cuba	17.54	-73.935	2025-10-01	obsr9577712	S697347361	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000660	Baltimore Oriole	Icterus galbula	2		Mexico	Mexico	19.414	-90.713	2025-10-19	obsr2581875	S140519046	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000661	Baltimore Oriole	Icterus galbula	2		Cuba	Cuba	20.53	-80.347	2025-10-12	obsr3322104	S384528891	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000662	Baltimore Oriole	Icterus galbula	2		Costa Rica	Costa Rica	13.587	-84.876	2025-10-19	obsr4908993	S375139723	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000663	Baltimore Oriole	Icterus galbula	4		Mexico	Mexico	19.074	-90.387	2025-10-03	obsr4647992	S888412068	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000664	Baltimore Oriole	Icterus galbula	3		Costa Rica	Costa Rica	11.073	-83.208	2025-10-24	obsr9095563	S285652633	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000665	Baltimore Oriole	Icterus galbula	1		Colombia	Colombia	8.801	-72.545	2025-10-27	obsr6039762	S140127441	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000666	Baltimore Oriole	Icterus galbula	4		Costa Rica	Costa Rica	8.05	-84.874	2025-10-26	obsr2316632	S937649523	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000667	Baltimore Oriole	Icterus galbula	3		Costa Rica	Costa Rica	12.775	-82.296	2025-10-25	obsr6837300	S977399222	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000668	Baltimore Oriole	Icterus galbula	1		Colombia	Colombia	11.113	-74.691	2025-10-14	obsr4803691	S902813840	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000669	Baltimore Oriole	Icterus galbula	1		Florida	Florida	28.36	-84.07	2025-10-28	obsr7417066	S158119446	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000670	Baltimore Oriole	Icterus galbula	1		Colombia	Colombia	4.159	-69.588	2025-10-17	obsr6357242	S679745130	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000671	Baltimore Oriole	Icterus galbula	3		Costa Rica	Costa Rica	10.288	-83.846	2025-10-05	obsr9428900	S849223390	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000672	Baltimore Oriole	Icterus galbula	1		Colombia	Colombia	11.364	-71.295	2025-10-05	obsr7591477	S578476787	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000673	Baltimore Oriole	Icterus galbula	1		Cuba	Cuba	18.326	-76.518	2025-10-19	obsr4725978	S563787397	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000674	Baltimore Oriole	Icterus galbula	4		Cuba	Cuba	21.576	-76.978	2025-10-26	obsr3483236	S241936908	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000675	Baltimore Oriole	Icterus galbula	4		Colombia	Colombia	7.512	-73.051	2025-10-03	obsr1827302	S688574163	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000676	Baltimore Oriole	Icterus galbula	1		Colombia	Colombia	5.744	-72.601	2025-10-09	obsr7686174	S638828465	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000677	Baltimore Oriole	Icterus galbula	2		Florida	Florida	28.231	-83.789	2025-10-25	obsr3262755	S616386600	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000678	Baltimore Oriole	Icterus galbula	4		Colombia	Colombia	10.368	-74.56	2025-10-07	obsr7632348	S800346424	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000679	Baltimore Oriole	Icterus galbula	2		Costa Rica	Costa Rica	10.128	-81.199	2025-10-07	obsr5065372	S176927143	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000680	Baltimore Oriole	Icterus galbula	4		Costa Rica	Costa Rica	10.046	-85.073	2025-10-25	obsr6425946	S835231799	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000681	Baltimore Oriole	Icterus galbula	1		Cuba	Cuba	18.206	-76.082	2025-10-03	obsr7938755	S554773258	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000682	Baltimore Oriole	Icterus galbula	2		Costa Rica	Costa Rica	9.769	-85.486	2025-10-12	obsr6381096	S469930807	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000683	Baltimore Oriole	Icterus galbula	1		Costa Rica	Costa Rica	11.934	-84.206	2025-10-21	obsr6114011	S281736451	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000684	Baltimore Oriole	Icterus galbula	4		Cuba	Cuba	19.025	-76.415	2025-10-20	obsr3446428	S572944000	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000685	Baltimore Oriole	Icterus galbula	2		Cuba	Cuba	19.313	-79.661	2025-10-27	obsr4350161	S835898867	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000686	Baltimore Oriole	Icterus galbula	1		Colombia	Colombia	8.586	-71.761	2025-10-05	obsr2885284	S894119729	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000687	Baltimore Oriole	Icterus galbula	2		Costa Rica	Costa Rica	8.06	-88.246	2025-10-08	obsr5826554	S114746008	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000688	Baltimore Oriole	Icterus galbula	1		Florida	Florida	27.776	-82.298	2025-10-23	obsr6119031	S583249931	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000689	Baltimore Oriole	Icterus galbula	3		Mexico	Mexico	14.467	-91.066	2025-10-01	obsr4506598	S894582888	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000690	Baltimore Oriole	Icterus galbula	2		Costa Rica	Costa Rica	16.272	-83.232	2025-10-07	obsr9778944	S905687707	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000691	Baltimore Oriole	Icterus galbula	4		Cuba	Cuba	16.288	-76.848	2025-10-18	obsr3371416	S846326954	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000692	Baltimore Oriole	Icterus galbula	1		Colombia	Colombia	10.685	-71.659	2025-10-22	obsr7318411	S725996789	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000693	Baltimore Oriole	Icterus galbula	1		Colombia	Colombia	11.005	-69.456	2025-10-17	obsr5285846	S282879331	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000694	Baltimore Oriole	Icterus galbula	2		Colombia	Colombia	8.6	-74.93	2025-10-10	obsr5551347	S156999852	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000695	Baltimore Oriole	Icterus galbula	1		Mexico	Mexico	17.896	-89.525	2025-10-21	obsr2117325	S517304549	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000696	Baltimore Oriole	Icterus galbula	3		Colombia	Colombia	6.504	-73.221	2025-10-09	obsr2810117	S120485196	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000697	Baltimore Oriole	Icterus galbula	4		Cuba	Cuba	18.024	-74.815	2025-10-28	obsr4878365	S508774805	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000698	Baltimore Oriole	Icterus galbula	1		Costa Rica	Costa Rica	12.299	-82.824	2025-10-23	obsr6292472	S620402022	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000699	Baltimore Oriole	Icterus galbula	1		Costa Rica	Costa Rica	11.053	-84.064	2025-10-18	obsr4127564	S313540619	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000700	Baltimore Oriole	Icterus galbula	1		Mexico	Mexico	17.339	-92.198	2025-11-11	obsr1822609	S216917219	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000701	Baltimore Oriole	Icterus galbula	2		Colombia	Colombia	7.25	-71.117	2025-11-06	obsr5771113	S756152630	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000702	Baltimore Oriole	Icterus galbula	2		Panama	Panama	8.711	-82.014	2025-11-23	obsr8639301	S904592121	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000703	Baltimore Oriole	Icterus galbula	1		Cuba	Cuba	20.104	-78.148	2025-11-12	obsr2562399	S925183459	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000704	Baltimore Oriole	Icterus galbula	3		Mexico	Mexico	17.879	-88.806	2025-11-11	obsr7357547	S980752567	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000705	Baltimore Oriole	Icterus galbula	4		Colombia	Colombia	9.853	-73.119	2025-11-25	obsr2089275	S414426733	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000706	Baltimore Oriole	Icterus galbula	1		Mexico	Mexico	17.836	-86.404	2025-11-05	obsr5603979	S453484964	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000707	Baltimore Oriole	Icterus galbula	2		Florida	Florida	28.313	-81.332	2025-11-14	obsr4507293	S757187708	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000708	Baltimore Oriole	Icterus galbula	1		Panama	Panama	10.843	-79.895	2025-11-04	obsr9114518	S877468683	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000709	Baltimore Oriole	Icterus galbula	3		Panama	Panama	6.261	-83.775	2025-11-20	obsr8164770	S753741918	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000710	Baltimore Oriole	Icterus galbula	3		Cuba	Cuba	20.068	-79.491	2025-11-09	obsr3176225	S759588843	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000711	Baltimore Oriole	Icterus galbula	4		Panama	Panama	10.89	-83.042	2025-11-16	obsr9262853	S967562309	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000712	Baltimore Oriole	Icterus galbula	2		Panama	Panama	10.606	-80.033	2025-11-20	obsr5873580	S307828574	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000713	Baltimore Oriole	Icterus galbula	1		Panama	Panama	8.077	-82.541	2025-11-04	obsr8799486	S771583357	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000714	Baltimore Oriole	Icterus galbula	2		Colombia	Colombia	4.284	-75.015	2025-11-24	obsr7956372	S544573290	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000715	Baltimore Oriole	Icterus galbula	3		Florida	Florida	28.338	-83.878	2025-11-11	obsr4562439	S112130346	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000716	Baltimore Oriole	Icterus galbula	3		Cuba	Cuba	17.23	-78.577	2025-11-07	obsr5268417	S948465967	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000717	Baltimore Oriole	Icterus galbula	3		Colombia	Colombia	8.956	-70.191	2025-11-10	obsr9500841	S690551135	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000718	Baltimore Oriole	Icterus galbula	1		Cuba	Cuba	21.89	-75.308	2025-11-25	obsr2909863	S836410568	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000719	Baltimore Oriole	Icterus galbula	4		Colombia	Colombia	8.303	-70.847	2025-11-11	obsr1488508	S993399121	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000720	Baltimore Oriole	Icterus galbula	3		Mexico	Mexico	17.769	-88.762	2025-11-07	obsr6669639	S822062338	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000721	Baltimore Oriole	Icterus galbula	1		Cuba	Cuba	16.886	-75.637	2025-11-16	obsr3277572	S617001884	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000722	Baltimore Oriole	Icterus galbula	4		Cuba	Cuba	19.869	-76.18	2025-11-21	obsr6622207	S596573456	Stationary	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000723	Baltimore Oriole	Icterus galbula	1		Colombia	Colombia	8.897	-65.797	2025-11-24	obsr9742158	S421417903	Incidental	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000724	Baltimore Oriole	Icterus galbula	3		Cuba	Cuba	17.601	-79.386	2025-11-24	obsr9990666	S120098766	Traveling	1
URN:CornellLabOfOrnithology:EBIRD:OBS1000000725	Baltimore Oriole	Icterus galbula	3		Panama	Panama	9.342	-81.945	2025-11-19	obsr6932348	S171095709	Traveling	1
